arabic_word,meaning_korean,meaning_primary,example_sentence,sentence_meaning,chapter,root,verb_form,pattern,level,source
مَعَتَ,,문지르다,مَعَتَ الْوَلَدُ الْحَائِطَ.,아이가 벽을 문질렀다.,,م-ع-ت,1,فَعَلَ,2,verb_forms
مَعَرَ,,알다,مَعَرَ الْحَقِيقَةَ (maʿara al-ḥaqīqata),그는 진실을 알았다.,,م-ع-ر,1,فَعَلَ,2,verb_forms
مَفَضَ,,넘치다,مَفَضَ الْإِنَاءُ بِالْمَاءِ.,그릇이 물로 넘쳤다.,,م-ف-ض,1,فَعَلَ,2,verb_forms
مَفَقَ,,소비하다,مَفَقَ الرَّجُلُ مَالَهُ كُلَّهُ,그 남자는 그의 모든 돈을 소비했다.,,م-ف-ق,1,فَعَلَ,2,verb_forms
مَقَبَ,,때리다,مَقَبَهُ عَلَى رَأْسِهِ.,그는 그의 머리를 때렸다.,,م-ق-ب,1,فَعَلَ,2,verb_forms
مَكَةَ,,빨다,مَكَ النَّحْلُ الرَّحِيقَ.,벌이 꿀을 빨았다.,,م-ك-ة,1,فَعَلَ,2,verb_forms
مَكَتَ,,머무르다,مَكَتَ الْوَلَدُ فِي الْبَيْتِ.,소년은 집 안에 머물렀다.,,م-ك-ت,1,فَعَلَ,2,verb_forms
مَكَلَ,,채우다,مَكَلَ الْقِدْرَ لَحْمًا,그는 냄비를 고기로 채웠다.,,م-ك-ل,1,فَعَلَ,2,verb_forms
مَكَنَ,,가능하게 하다,مَكَّنَ اللهُ المؤمنينَ من النصرِ.,알라께서는 신자들에게 승리를 가능하게 하셨다.,,م-ك-ن,1,فَعَلَ,2,verb_forms
مَلَعَ,,핥다,مَلَعَ الْقِطُّ الْحَلِيبَ.,고양이가 우유를 핥아 먹었다.,,م-ل-ع,1,فَعَلَ,2,verb_forms
مَمََ,,속이다,مَمَّهُ في البيع.,그는 판매에서 그를 속였다.,,م-م-,1,فَعَلَ,2,verb_forms
مَنَحَ,,주다,مَنَحَ المديرُ الموظفَ جائزةً. (Manaha al-mudeeru al-muwazzafa ja'izatan.),이사[사장]는 직원에게 상을 주었다.,,م-ن-ح,1,فَعَلَ,2,verb_forms
مَنَهَ,,금지하다,مَنَعَهُ عَنِ الشَّرِّ. (man'ahu ʿani sh-sharri.),그는 그를 악으로부터 금지했다.,,م-ن-ه,1,فَعَلَ,2,verb_forms
مَهَرَ,,지참금,مَهَرَ الرَّجُلُ زَوْجَتَهُ.,남자는 그의 아내에게 지참금을 주었다.,,م-ه-ر,1,فَعَلَ,2,verb_forms
مَهَنَ,,봉사하다,مَهَنَ الْخَادِمُ سَيِّدَهُ.,하인이 그의 주인을 섬겼다.,,م-ه-ن,1,فَعَلَ,2,verb_forms
نَ َلَ,,얻다,نَالَ الْجَائِزَةَ (nāla al-jā'izata),그는 상을 탔다.,,ن- -ل,1,فَعَلَ,2,verb_forms
نَتَخَ,,뽑다,نَتَخَ الْطَّبِيبُ الْسُّمَّ مِنَ الْجُرْحِ.,의사는 상처에서 독을 뽑아냈다.,,ن-ت-خ,1,فَعَلَ,2,verb_forms
نَتَشَ,,잡아채다,نَتَشَ اللِّصُّ الْحَقِيبَةَ مِنْ يَدِ الْمَرْأَةِ.,도둑이 여자의 손에서 가방을 잡아챘다.,,ن-ت-ش,1,فَعَلَ,2,verb_forms
نَتَظَ,,기다리다,أَنْتَظِرُكَ هُنَا. (ʾantaẓiruka hunā.),나는 여기서 너를 기다릴 것이다.,,ن-ت-ظ,1,فَعَلَ,2,verb_forms
نَتَقَ,,말하다,نَتَقَ الرَّجُلُ بِالْحَقِّ.,그 남자는 진실을 말했다.,,ن-ت-ق,1,فَعَلَ,2,verb_forms
نَتَمَ,,숨기다,نَتَمَ الرَّجُلُ سِرَّهُ.,그 남자는 그의 비밀을 숨겼다.,,ن-ت-م,1,فَعَلَ,2,verb_forms
نَتَهَ,,끝내다,نَتَهَى الْعَمَلُ.,일이 끝났다.,,ن-ت-ه,1,فَعَلَ,2,verb_forms
نَحَلَ,,수척해지다,نَحَلَهُ الْمَرَضُ حَتَّى كَادَ يَمُوتُ,병이 그를 수척하게 만들어 거의 죽을 뻔했다.,,ن-ح-ل,1,فَعَلَ,2,verb_forms
نَحَنَ,,우리는,نَحْنُ مُسْلِمُونَ (Naḥnu muslimūn),우리는 무슬림입니다.,,ن-ح-ن,1,فَعَلَ,2,verb_forms
نَدَقَ,,부수다,نَدَقَ الْحَجَرَ بِالْمِطْرَقَةِ,그는 망치로 돌을 부쉈다.,,ن-د-ق,1,فَعَلَ,2,verb_forms
نَزَعَ,,빼앗다,نَزَعَ اللِّصُّ الْمَالَ مِنَ الرَّجُلِ,도둑이 남자에게서 돈을 빼앗았다.,,ن-ز-ع,1,فَعَلَ,2,verb_forms
نَزَلَ,,내려오다,نَزَلَ الْمَطَرُ مِنَ السَّمَاءِ.,비가 하늘에서 내렸다.,,ن-ز-ل,1,فَعَلَ,2,verb_forms
نَسَبَ,,연관시키다,نَسَبَ الشَّاعِرُ القَصِيدَةَ إِلَى نَفْسِهِ.‎,시인은 그 시를 자신에게 귀속시켰다.,,ن-س-ب,1,فَعَلَ,2,verb_forms
نَصَرَ,,돕다,نَصَرَ الْجُنْدِيُّ صَدِيقَهُ.‎,군인이 그의 친구를 도왔다.,,ن-ص-ر,1,فَعَلَ,2,verb_forms
نَصَفَ,,나누다,نَصَفَ الْوَلَدُ التُّفَّاحَةَ.,소년은 사과를 반으로 나누었다.,,ن-ص-ف,1,فَعَلَ,2,verb_forms
نَضَمَ,,엮다,نَضَمَ الشَّاعِرُ قَصِيدَةً جَمِيلَةً.,시인은 아름다운 시를 엮었다.,,ن-ض-م,1,فَعَلَ,2,verb_forms
نَطَقَ,,말하다,نَطَقَ الْوَلَدُ بِالْحَقِيقَةِ.,소년은 진실을 말했다.,,ن-ط-ق,1,فَعَلَ,2,verb_forms
نَظَرَ,,보다,نَظَرَ الولدُ إلى القمرِ. (Naẓara al-waladu ila al-qamari.),소년은 달을 보았다.,,ن-ظ-ر,1,فَعَلَ,2,verb_forms
نَعَقَ,,울부짖다,نَعَقَ الْغُرَابُ فِي الْحَقْلِ,까마귀가 밭에서 울부짖었다.,,ن-ع-ق,1,فَعَلَ,2,verb_forms
نَفَسَ,,숨쉬다,نَفَسَ الطِّفْلُ بِهُدُوءٍ.,아이가 조용히 숨을 쉬었다.,,ن-ف-س,1,فَعَلَ,2,verb_forms
نَقَطَ,,점을 찍다,نَقَطَ الْمَاءُ عَلَى الأَرْضِ.,물이 땅에 떨어졌다.,,ن-ق-ط,1,فَعَلَ,2,verb_forms
نَقَلَ,,옮기다,نَقَلَ ٱلْمُوَظَّفُ ٱلْأَثَاثَ إِلَى ٱلْمَكْتَبِ ٱلْجَدِيدِ.,직원이 가구를 새 사무실로 옮겼다.,,ن-ق-ل,1,فَعَلَ,2,verb_forms
نَكَسَ,,뒤집다,نَكَسَ العَلَمَ.‎,그는 깃발을 뒤집었다.,,ن-ك-س,1,فَعَلَ,2,verb_forms
نَلَتَ,,얻다,نَلَتِ الطَّالِبَةُ الجَائِزَةَ. ,그 여학생은 상을 받았다.,,ن-ل-ت,1,فَعَلَ,2,verb_forms
نَمَتَ,,자라다,نَمَتِ الزُّهُورُ فِي الْحَدِيقَةِ.,정원의 꽃들이 자랐다.,,ن-م-ت,1,فَعَلَ,2,verb_forms
نَهَجَ,,길을 걷다,نَهَجَ الرَّجُلُ الطَّرِيقَ الطَّوِيلَ.,그 남자는 긴 길을 걸었다.,,ن-ه-ج,1,فَعَلَ,2,verb_forms
نَهَضَ,,일어나다,نَهَضَ الرَّجُلُ مِنَ الكُرْسِيِّ. ,남자가 의자에서 일어났다.,,ن-ه-ض,1,فَعَلَ,2,verb_forms
نَهَيَ,,금지하다,نَهَى الْأَبُ ابْنَهُ عَنِ اللَّعِبِ فِي الشَّارِعِ.,아버지는 아들이 길에서 노는 것을 금지했다.,,ن-ه-ي,1,فَعَلَ,2,verb_forms
نَوَمَ,,잠자다,نَوَمَ الطِّفْلُ مُبَكِّراً.,아이가 일찍 잠들었다.,,ن-و-م,1,فَعَلَ,2,verb_forms
هَءَلَ,,두려워하다,هَءَلَ الرَّجُلُ مِنَ الظُّلْمَةِ.,그 남자는 어둠을 두려워했다.,,ه-ء-ل,1,فَعَلَ,2,verb_forms
هَبَنَ,,자르다,هَبَنَ الْحَطَّابُ الشَّجَرَةَ.,나무꾼이 나무를 잘랐다.,,ه-ب-ن,1,فَعَلَ,2,verb_forms
هَتَمَ,,부수다,هَتَمَ الصَّبِيُّ الزُّجَاجَ.,소년이 유리를 깼다.,,ه-ت-م,1,فَعَلَ,2,verb_forms
هَجَتَ,,혼란시키다,هَجَتْهُ الْأحْلَامُ الْمُزْعِجَةُ.,불안한 꿈들이 그를 혼란스럽게 만들었다.,,ه-ج-ت,1,فَعَلَ,2,verb_forms
هَدَءَ,,진정되다,هَدَأَ الْبَحْرُ بَعْدَ الْعَاصِفَةِ.,폭풍우 후에 바다가 잔잔해졌다.,,ه-د-ء,1,فَعَلَ,2,verb_forms
هَذَنَ,,중얼거리다,هَذَنَ الرَّجُلُ بِكَلِمَاتٍ غَيْرِ مَفْهُومَةٍ.,그 남자는 이해할 수 없는 단어들을 중얼거렸다.,,ه-ذ-ن,1,فَعَلَ,2,verb_forms
هَرَمَ,,늙다,هَرَمَ الرَّجُلُ فِي شَبَابِهِ.‎,그 남자는 젊은 나이에 늙었다.,,ه-ر-م,1,فَعَلَ,2,verb_forms
هَضَةَ,,억압하다,هَضَةَ الظَّالِمُ الشَّعْبَ.,폭군이 백성을 억압했다.,,ه-ض-ة,1,فَعَلَ,2,verb_forms
هَمَلَ,,쏟아지다,هَمَلَتِ الدُّمُوعُ مِنْ عَيْنَيْهِ.,눈물이 그의 눈에서 쏟아졌다.,,ه-م-ل,1,فَعَلَ,2,verb_forms
هَنَتَ,,멸망하다,هَنَتِ الدِّيَارُ,집들이 멸망했다.,,ه-ن-ت,1,فَعَلَ,2,verb_forms
هَنَدَ,,인도화하다,هَنَدَ الكَاتِبُ القِصَّةَ.,작가가 이야기를 인도화했다.,,ه-ن-د,1,فَعَلَ,2,verb_forms
وَقَفَ,,서다,وَقَفَ الرَّجُلُ أَمَامَ الْبَابِ.,남자가 문 앞에 섰다.,,و-ق-ف,1,فَعَلَ,2,verb_forms
َجَبَ,,필요하다,وَجَبَ عَلَيْنَا الْعَمَلُ بِجِدٍّ.,우리는 열심히 일해야 한다.,,-ج-ب,1,فَعَلَ,2,verb_forms
َزَلَ,,미끄러지다,زَلَّتْ قَدَمُهُ عَنِ الطَّريقِ.,그의 발이 길에서 미끄러졌다.,,-ز-ل,1,فَعَلَ,2,verb_forms
َمَكَ,,억제하다,مَنَعَ الْأَبُ ابْنَهُ عَنِ اللَّعِبِ.,아버지는 아들을 노는 것으로부터 막았다.,,-م-ك,1,فَعَلَ,2,verb_forms
ءَاثَرَ,,선호하다,آثَرَ عَلِيٌّ الْعِلْمَ عَلَى الْمَالِ.,알리는 재물보다 학문을 더 선호했다.,,ء-ث-ر,3,فَاعَلَ,3,verb_forms
ءَثَّرَ,,영향을 주다,أَثَّرَ الْخَبَرُ فِي نَفْسِي كَثِيرًا.,그 소식이 내 마음에 큰 영향을 주었다.,,ء-ث-ر,2,فَعَّلَ,3,verb_forms
أَاخَذَ,,대항하다,تُؤَاخِذُ الْجُيُوشُ بَعْضَهَا بَعْضًا.,군대들이 서로 공격하고 있다.,,أ-خ-ذ,3,فَاعَلَ,3,verb_forms
أَاكَلَ,,서로 먹이다,أَكَلَ الرَّجُلُ زَوْجَتَهُ الطَّعَامَ.,남자가 그의 아내에게 음식을 먹여주었다.,,أ-ك-ل,3,فَاعَلَ,3,verb_forms
أَخَّذَ,,붙잡다,أَخَّذَ ٱلشُّرْطِيُّ ٱللِّصَّ مُتَلَبِّسًا.,경찰은 도둑을 현행범으로 붙잡았다.,,أ-خ-ذ,2,فَعَّلَ,3,verb_forms
أَكَّلَ,,먹이다,أَكَّلَ السُّوسُ الْخَشَبَ قَدِيمًا,좀벌레가 옛날에 나무를 갉아먹었다.,,أ-ك-ل,2,فَعَّلَ,3,verb_forms
بَاتَدَ,,멀리하다,بَاتَدَ الرَّجُلُ أَصْدِقَاءَهُ بِسَبَبِ خِلَافٍ.,그 남자는 불화 때문에 친구들을 멀리했다.,,ب-ت-د,3,فَاعَلَ,3,verb_forms
بَاحَثَ,,논의하다,بَاحَثَ الطُّلَّابُ الْمَوْضُوعَ.,학생들은 그 주제를 논의했다.,,ب-ح-ث,3,فَاعَلَ,3,verb_forms
بَادَأَ,,시작하다,بَادَأَ الْمُدَرِّسُ الدَّرْسَ بِسُؤَالٍ.,선생님은 질문으로 수업을 시작했다.,,ب-د-أ,3,فَاعَلَ,3,verb_forms
بَادَلَ,,교환하다,تَبَادَلَ الصَّدِيقَانِ الْهَدَايَا. ,두 친구는 선물을 교환했다.,,ب-د-ل,3,فَاعَلَ,3,verb_forms
بَاذَلَ,,기꺼이 주다,بَاذَلَهُ النَّصِيحَةَ.,그는 그에게 아낌없이 조언을 해주었다.,,ب-ذ-ل,3,فَاعَلَ,3,verb_forms
بَارَجَ,,겨루다,تَبَارَجَ الْفَرِيقَانِ فِي الْمَلْعَبِ.‎,두 팀이 경기장에서 서로 겨루었다.,,ب-ر-ج,3,فَاعَلَ,3,verb_forms
بَاضَتَ,,경쟁하다,بَاضَتَ الْفَرَسَانِ فِي السِّبَاقِ.,두 기수는 경주에서 경쟁했다.,,ب-ض-ت,3,فَاعَلَ,3,verb_forms
بَاعَدَ,,멀리하다,بَاعَدَ الْمُدِيرُ بَيْنَ الْمُوَظَّفِينَ. ,이사는 직원들 사이에 거리를 두었다.,,ب-ع-د,3,فَاعَلَ,3,verb_forms
بَاعَضَ,,일부를 주다,بَاعَضَ صَدِيقَهُ الْمَالَ. ,그는 그의 친구에게 돈의 일부를 주었다.,,ب-ع-ض,3,فَاعَلَ,3,verb_forms
بَاقَرَ,,경쟁하다,بَاقَرَهُ فِي الشِّعْرِ.,그는 시에서 그와 경쟁했다.,,ب-ق-ر,3,فَاعَلَ,3,verb_forms
بَاكَرَ,,일찍 일어나다,بَاكَرَ الْعُمَّالُ إِلَى الْمَصْنَعِ.,노동자들이 공장으로 일찍 갔다.,,ب-ك-ر,3,فَاعَلَ,3,verb_forms
بَاكَمَ,,침묵하다,بَاكَمَهُ الخَصْمُ فَلَمْ يَرُدَّ عَلَيْهِ.,상대가 그에게 침묵으로 응수했고 그는 대답하지 않았다.,,ب-ك-م,3,فَاعَلَ,3,verb_forms
بَالَغَ,,과장하다,بَالَغَ الرَّجُلُ فِي وَصْفِ الْمَنْظَرِ.,그 남자는 풍경을 묘사할 때 과장했다.,,ب-ل-غ,3,فَاعَلَ,3,verb_forms
بَانَءَ,,만연하다,بانأءَ الفسادُ في البلاد.,부패가 나라에 만연했다.,,ب-ن-ء,3,فَاعَلَ,3,verb_forms
بَانَتَ,,나타나다,بَانَتِ الحَقِيقَةُ.,진실이 드러났다.,,ب-ن-ت,3,فَاعَلَ,3,verb_forms
بَانَنَ,,서로 쌓다,تَبَانَى الشَّرِكَانِ مَصْنَعًا جَدِيدًا (tabāna ash-sharīkāni maṣnaʿan jadīdan),두 회사는 새로운 공장을 공동으로 건설했다.,,ب-ن-ن,3,فَاعَلَ,3,verb_forms
بَتَّدَ,,분할하다,بَتَّدَ الْحَكَمُ فِي الْقَضِيَّةِ.,재판관이 사건을 최종 결정했다.,,ب-ت-د,2,فَعَّلَ,3,verb_forms
بَحَّثَ,,연구하다,بَحَّثَ العَالِمُ فِي هَذِهِ الظَّاهِرَةِ.,그 과학자는 이 현상을 연구했다.,,ب-ح-ث,2,فَعَّلَ,3,verb_forms
بَدَّأَ,,시작하다,بَدَأَ الْمُدَرِّسُ الدَّرْسَ.,선생님이 수업을 시작했다.,,ب-د-أ,2,فَعَّلَ,3,verb_forms
بَدَّلَ,,바꾸다,بَدَّلْتُ كِتَابِي بِكِتَابِهِ. ,나는 내 책을 그의 책으로 바꿨다.,,ب-د-ل,2,فَعَّلَ,3,verb_forms
بَذَّلَ,,쏟다,بَذَّلَ جُهُودًا كَبِيرَةً لِلنَّجَاحِ.,그는 성공을 위해 엄청난 노력을 쏟았다.,,ب-ذ-ل,2,فَعَّلَ,3,verb_forms
بَرَّجَ,,화려하게 꾸미다,بَرَّجَتِ الْمَرْأَةُ وَجْهَهَا بِالْمُكَيَّاجِ.,여자는 화장으로 얼굴을 화려하게 꾸몄다.,,ب-ر-ج,2,فَعَّلَ,3,verb_forms
بَضَّتَ,,약화시키다,بَضَّتِ الْحَرْبُ قُدْرَةَ الْبِلَادِ.,전쟁은 국가의 역량을 약화시켰다.,,ب-ض-ت,2,فَعَّلَ,3,verb_forms
بَعَّدَ,,멀리하다,بَعَّدَ اللهُ عَنَّا السُّوءَ.,알라께서 우리에게서 악을 멀리하시기를.,,ب-ع-د,2,فَعَّلَ,3,verb_forms
بَعَّضَ,,부분적으로 나누다,بَعَّضَ الْمُدِيرُ الْمَسْؤُولِيَّةَ.,이사는 책임을 부분적으로 나누었다.,,ب-ع-ض,2,فَعَّلَ,3,verb_forms
بَقَّرَ,,가르다,بَقَّرَ الْجَزَّارُ الْبَقَرَةَ.,정육점 주인이 소를 갈랐다.,,ب-ق-ر,2,فَعَّلَ,3,verb_forms
بَكَّرَ,,일찍 하다,بَكَّرَ الْمُوَظَّفُ إِلَى الْعَمَلِ.,직원은 일찍 출근했다.,,ب-ك-ر,2,فَعَّلَ,3,verb_forms
بَكَّمَ,,벙어리로 만들다,بَكَّمَ الْحَاكِمُ الْمُعَارِضِينَ.,통치자는 반대자들을 벙어리로 만들었다 (침묵시켰다).,,ب-ك-م,2,فَعَّلَ,3,verb_forms
بَلَّغَ,,전달하다,بَلَّغَ الرَّسُولُ الرِّسَالَةَ.,사도가 메시지를 전달했다.,,ب-ل-غ,2,فَعَّلَ,3,verb_forms
بَنَّءَ,,시작하다,بَنَّأَ الْمُهَنْدِسُ الْمَشْرُوعَ,엔지니어가 프로젝트를 시작했다.,,ب-ن-ء,2,فَعَّلَ,3,verb_forms
بَنَّتَ,,세분하다,بَنَّتَ الشركة السوق إلى شرائح مختلفة.,회사는 시장을 여러 다른 세그먼트로 세분화했다.,,ب-ن-ت,2,فَعَّلَ,3,verb_forms
بَنَّنَ,,꾸미다,بَنَّنَ الْمُهَنْدِسُ الْمَبْنَىٰ. ,엔지니어가 건물을 아름답게 꾸몄다.,,ب-ن-ن,2,فَعَّلَ,3,verb_forms
تَءَّجَ,,타오르다,تَءَّجَتِ النَّارُ فِي الْمَوْقِدِ.,불이 화로 안에서 맹렬히 타올랐다.,,ت-ء-ج,2,فَعَّلَ,3,verb_forms
تَاءَجَ,,불꽃일다,تَاءَجَتِ النَّارُ فِي الغَابَةِ.,불이 숲에서 타올랐다.,,ت-ء-ج,3,فَاعَلَ,3,verb_forms
تَابَدَ,,멸망하다,تَابَدَتِ الْقَبِيلَةُ فِي الصِّرَاعِ.,부족은 분쟁 속에서 멸망했다.,,ت-ب-د,3,فَاعَلَ,3,verb_forms
تَاجَرَ,,거래하다,تَاجَرَ الرَّجُلُ بِالْحَرِيرِ.‎,그 남자는 비단을 거래했다.,,ت-ج-ر,3,فَاعَلَ,3,verb_forms
تَاجَنَ,,미치다,تَاجَنَ الْحُبُّ قَلْبَهُ.,사랑이 그의 마음을 미치게 했다.,,ت-ج-ن,3,فَاعَلَ,3,verb_forms
تَاحَتَ,,아래로 향하다,تَاحَتَتِ الأَسْعَارُ بِسُرْعَةٍ بَعْدَ الإِعْلَانِ.,가격은 발표 후 빠르게 하락했다.,,ت-ح-ت,3,فَاعَلَ,3,verb_forms
تَاحَدَ,,단합하다,تَاحَدَ الشَّعْبُ لِمُوَاجَهَةِ التَّحَدِّيَاتِ.,국민들은 도전에 맞서기 위해 단합했다.,,ت-ح-د,3,فَاعَلَ,3,verb_forms
تَاحَسَ,,의식하다,تَحَسَّسَ الطَّقْسَ الْبَارِدَ.,그는 추운 날씨를 의식했다.,,ت-ح-س,3,فَاعَلَ,3,verb_forms
تَاخَذَ,,택하다,تَاخَذُ الْحُكُومَةُ قَرَارًا جَدِيدًا.,정부는 새로운 결정을 내린다.,,ت-خ-ذ,3,فَاعَلَ,3,verb_forms
تَاخَرَ,,늦다,تَاخَّرَ القِطَارُ.,기차가 늦었다.,,ت-خ-ر,3,فَاعَلَ,3,verb_forms
تَاخَفَ,,두려워하다,تَاخَفَ الرَّجُلُ مِنَ الأسَدِ.,그 남자는 사자를 두려워했다.,,ت-خ-ف,3,فَاعَلَ,3,verb_forms
تَارَجَ,,흔들다,تَارَجَ الزِّلْزَالُ الأَرْضَ.,지진이 땅을 흔들었다.,,ت-ر-ج,3,فَاعَلَ,3,verb_forms
تَارَخَ,,연대기를 쓰다,تَارَخَ الْمُؤَرِّخُ الْحَادِثَةَ بِدِقَّةٍ.,역사가가 그 사건의 연대를 정확하게 기록했다.,,ت-ر-خ,3,فَاعَلَ,3,verb_forms
تَارَكَ,,떠나다,تَارَكَ الْمُسَافِرُ الْبَلَدَ.,여행자는 그 나라를 떠났다.,,ت-ر-ك,3,فَاعَلَ,3,verb_forms
تَازَجَ,,결혼하다,تَزَاوَجَ الشَّابُّ وَالشَّابَّةُ.,젊은 남성과 젊은 여성이 결혼했다.,,ت-ز-ج,3,فَاعَلَ,3,verb_forms
تَاشَبَ,,서로 닮다,تَشَابَهَ الطِّفْلَانِ فِي شَكْلِهِمَا.,그 두 아이는 외모가 서로 닮았다.,,ت-ش-ب,3,فَاعَلَ,3,verb_forms
تَاصَلَ,,연결하다,تَاصَلَتِ الشَّرِكَتَانِ فِي إِجْرَاءِ الْمُفَاوَضَاتِ.,두 회사는 협상을 진행하는 데 있어 계속 연락을 주고받았다.,,ت-ص-ل,3,فَاعَلَ,3,verb_forms
